Date/Time,Time Interval (Seconds),0A0,0A1,0A2,0A3
2018-05-25 12:02:57:291802,0.0002,14834,3979,30473,9461
2018-05-25 12:02:59:293677,2.0021,24705,12735,23304,15184
2018-05-25 12:03:01:293658,4.0021,12820,12061,23000,27682
