Date/Time,Time Interval (Seconds),0A0,0A1,0A2,0A3
2018-05-25 09:55:10:207063,0.0,10777,32293,9771,26397
2018-05-25 09:55:12:208564,2.0013,8160,19771,2480,18151
2018-05-25 09:55:14:208971,4.0015,10472,17392,9260,23170
2018-05-25 09:55:16:207688,6.0004,30783,14090,26676,6813
